th; recall; fpr; f1_score; precision
0.01; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.02; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.03; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.04; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.05; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.060000000000000005; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.06999999999999999; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.08; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.09; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.09999999999999999; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.11; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.12; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.13; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.14; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.15000000000000002; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.16; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.17; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.18000000000000002; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.19; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.2; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.21000000000000002; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.22; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.23; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.24000000000000002; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.25; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.26; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.27; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.28; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.29000000000000004; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.3; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.31; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.32; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.33; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.34; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.35000000000000003; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.36000000000000004; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.37; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.38; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.39; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.4; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.41000000000000003; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.42000000000000004; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.43; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.44; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.45; 0.9999999996666666; 0.9999999999687501; 0.15789473668836565; 0.08571428571183674
0.46; 0.9999999996666666; 0.9687499999697267; 0.16216216200438277; 0.08823529411505192
0.47000000000000003; 0.9999999996666666; 0.9687499999697267; 0.16216216200438277; 0.08823529411505192
0.48000000000000004; 0.9999999996666666; 0.9687499999697267; 0.16216216200438277; 0.08823529411505192
0.49; 0.9999999996666666; 0.9687499999697267; 0.16216216200438277; 0.08823529411505192
0.5; 0.9999999996666666; 0.9374999999707032; 0.16666666650462963; 0.0909090909063361
0.51; 0.9999999996666666; 0.9374999999707032; 0.16666666650462963; 0.0909090909063361
0.52; 0.9999999996666666; 0.9062499999716798; 0.17142857126204084; 0.09374999999707033
0.53; 0.9999999996666666; 0.9062499999716798; 0.17142857126204084; 0.09374999999707033
0.54; 0.9999999996666666; 0.8749999999726563; 0.17647058806401383; 0.09677419354526536
0.55; 0.9999999996666666; 0.8749999999726563; 0.17647058806401383; 0.09677419354526536
0.56; 0.9999999996666666; 0.8749999999726563; 0.17647058806401383; 0.09677419354526536
0.5700000000000001; 0.9999999996666666; 0.8437499999736329; 0.18181818164187327; 0.09999999999666667
0.5800000000000001; 0.9999999996666666; 0.8124999999746094; 0.18749999981835935; 0.10344827585850179
0.59; 0.9999999996666666; 0.8124999999746094; 0.18749999981835935; 0.10344827585850179
0.6; 0.9999999996666666; 0.781249999975586; 0.19354838690946927; 0.10714285713903061
0.61; 0.9999999996666666; 0.7499999999765626; 0.19999999980666666; 0.11111111110699588
0.62; 0.9999999996666666; 0.6562499999794923; 0.2222222220082304; 0.12499999999479167
0.63; 0.9999999996666666; 0.6249999999804688; 0.23076923054733725; 0.13043478260302457
0.64; 0.9999999996666666; 0.562499999982422; 0.24999999976041662; 0.14285714285034012
0.65; 0.9999999996666666; 0.562499999982422; 0.24999999976041662; 0.14285714285034012
0.66; 0.9999999996666666; 0.43749999998632816; 0.29999999971499997; 0.1764705882249135
0.67; 0.9999999996666666; 0.34374999998925787; 0.35294117613840825; 0.21428571427040816
