dataset name; recall; precision; f1_score;
Genome Nexus; 0.7104467153549194; 0.6394020318984985; 0.6730547547340393;
Gestao Hospital; 0.7903395891189575; 0.39516979455947876; 0.5268930196762085;
London Ambulance Service; 0.7455060482025146; 0.24850201606750488; 0.3727530241012573;
SIA Project 25 26; 0.36661237478256226; 0.6599022746086121; 0.4713587760925293;
Weighted averages; Precision: 0.5738092660903931; Recall: 0.5977458953857422; F1-score: 0.5855330228805542;
