dataset name; recall; precision; f1_score;
Genome Nexus; 0.4000000059604645; 1.0; 0.5714285969734192;
Gestao Hospital; 0.8475157618522644; 0.7062631249427795; 0.7704688906669617;
London Ambulance Service; 0.7641932964324951; 0.5094621777534485; 0.611354649066925;
SIA Project 25 26; 0.7035843729972839; 0.8443012237548828; 0.7675465941429138;
Weighted averages; Precision: 0.7817485928535461; Recall: 0.6757928729057312; F1-score: 0.7249194979667664;
