dataset name; recall; precision; f1_score;
Genome Nexus; 0.24819724261760712; 0.8438706398010254; 0.3835775852203369;
Gestao Hospital; 0.694851815700531; 0.733454704284668; 0.7136316299438477;
London Ambulance Service; 0.7421245574951172; 0.46382784843444824; 0.5708650350570679;
SIA Project 25 26; 0.6131103038787842; 0.6491756439208984; 0.6306277513504028;
Weighted averages; Precision: 0.7277861833572388; Recall: 0.49503853917121887; F1-score: 0.5892622470855713;
