dataset name; recall; precision; f1_score;
Genome Nexus; 0.27705684304237366; 0.8563575148582458; 0.4186636805534363;
Gestao Hospital; 0.6601969003677368; 0.7839838266372681; 0.716785192489624;
London Ambulance Service; 0.708372175693512; 0.708372175693512; 0.708372175693512;
SIA Project 25 26; 0.6526520252227783; 0.6526520252227783; 0.6526520252227783;
Weighted averages; Precision: 0.7758433222770691; Recall: 0.5036435723304749; F1-score: 0.6107893586158752;
