dataset name; recall; precision; f1_score;
Genome Nexus; 0.6126159429550171; 0.7657699584960938; 0.6806843876838684;
Gestao Hospital; 0.8670381307601929; 0.722531795501709; 0.7882165312767029;
London Ambulance Service; 0.7537786364555359; 0.6030229330062866; 0.6700254678726196;
SIA Project 25 26; 0.8556219935417175; 0.8556219935417175; 0.8556219935417175;
Weighted averages; Precision: 0.7493666410446167; Recall: 0.7773558497428894; F1-score: 0.7631047368049622;
