dataset name; recall; precision; f1_score;
Genome Nexus; 0.5095984935760498; 0.7643977999687195; 0.6115182042121887;
Gestao Hospital; 0.811858057975769; 0.46391889452934265; 0.5904422402381897;
London Ambulance Service; 0.751793622970581; 0.2147981822490692; 0.33413049578666687;
SIA Project 25 26; 0.5332680940628052; 0.6856303811073303; 0.5999265909194946;
Weighted averages; Precision: 0.6389802098274231; Recall: 0.5890341401100159; F1-score: 0.612991452217102;
