dataset name; recall; precision; f1_score;
Genome Nexus; 0.6435626745223999; 0.7240080237388611; 0.681419312953949;
Gestao Hospital; 0.7920801639556885; 0.5280534625053406; 0.6336641311645508;
London Ambulance Service; 0.7865153551101685; 0.19662883877754211; 0.3146061301231384;
SIA Project 25 26; 0.4596427381038666; 0.6894640922546387; 0.551571249961853;
Weighted averages; Precision: 0.6344467401504517; Recall: 0.611258327960968; F1-score: 0.6226366758346558;
