dataset name; recall; precision; f1_score;
Genome Nexus; 0.19750243425369263; 0.8393853306770325; 0.3197658360004425;
Gestao Hospital; 0.4109984338283539; 0.7808970212936401; 0.5385496616363525;
London Ambulance Service; 0.7165892720222473; 0.5971577167510986; 0.6514448523521423;
SIA Project 25 26; 0.4212394654750824; 0.6893009543418884; 0.5229179859161377;
Weighted averages; Precision: 0.7624091506004333; Recall: 0.36138585209846497; F1-score: 0.49034541845321655;
