dataset name; recall; precision; f1_score;
Genome Nexus; 0.32810258865356445; 0.73823082447052; 0.4542958736419678;
Gestao Hospital; 0.792842447757721; 0.6342739462852478; 0.7047488689422607;
London Ambulance Service; 0.7170611619949341; 0.28682446479797363; 0.40974923968315125;
SIA Project 25 26; 0.3772706091403961; 0.6790871024131775; 0.4850621819496155;
Weighted averages; Precision: 0.6611086130142212; Recall: 0.4564104676246643; F1-score: 0.5400120615959167;
