dataset name; recall; precision; f1_score;
Genome Nexus; 0.3392164707183838; 0.7632370591163635; 0.469684362411499;
Gestao Hospital; 0.7692856788635254; 0.5128571391105652; 0.6154285669326782;
London Ambulance Service; 0.7724307775497437; 0.3089722990989685; 0.4413890242576599;
SIA Project 25 26; 0.376905232667923; 0.6784294247627258; 0.4845924377441406;
Weighted averages; Precision: 0.6518487930297852; Recall: 0.46112915873527527; F1-score: 0.540148138999939;
