dataset name; recall; precision; f1_score;
Genome Nexus; 0.19721056520938873; 0.8381448984146118; 0.3192932903766632;
Gestao Hospital; 0.4130186438560486; 0.7847354412078857; 0.5411968231201172;
London Ambulance Service; 0.670880913734436; 0.7454231977462769; 0.7061904072761536;
SIA Project 25 26; 0.5200327634811401; 0.7200453877449036; 0.6039090156555176;
Weighted averages; Precision: 0.7879252433776855; Recall: 0.378048300743103; F1-score: 0.5109443664550781;
