dataset name; recall; precision; f1_score;
Genome Nexus; 0.6832876205444336; 0.854109525680542; 0.7592085003852844;
Gestao Hospital; 0.8380081057548523; 0.8380081057548523; 0.8380081057548523;
London Ambulance Service; 0.748981237411499; 0.5991849899291992; 0.6657610535621643;
SIA Project 25 26; 0.7102019786834717; 0.8522423505783081; 0.7747657895088196;
Weighted averages; Precision: 0.7985391020774841; Recall: 0.7431807518005371; F1-score: 0.7698660492897034;
