dataset name; recall; precision; f1_score;
Genome Nexus; 0.7499369382858276; 0.9374212026596069; 0.8332632780075073;
Gestao Hospital; 0.8670380711555481; 0.7225317358970642; 0.7882164120674133;
London Ambulance Service; 0.7537786364555359; 0.6030229330062866; 0.6700254678726196;
SIA Project 25 26; 0.7102019786834717; 0.8522423505783081; 0.7747657895088196;
Weighted averages; Precision: 0.7912655472755432; Recall: 0.7680601477622986; F1-score: 0.7794901728630066;
