dataset name; recall; precision; f1_score;
Genome Nexus; 0.5225176215171814; 0.7837764620780945; 0.6270211338996887;
Gestao Hospital; 0.7774804830551147; 0.6219843626022339; 0.6910937428474426;
London Ambulance Service; 0.7598240971565247; 0.2170926034450531; 0.33769962191581726;
SIA Project 25 26; 0.39086925983428955; 0.7035647034645081; 0.5025461912155151;
Weighted averages; Precision: 0.6795080900192261; Recall: 0.5354188680648804; F1-score: 0.5989190340042114;
